frame,visible,score,x,y
6025,0,-inf,-inf,-inf
6026,1,8.51709,603.2978820800781,368.03905487060547
6027,1,12.921387,599.5233154296875,349.81258392333984
6028,1,14.8828125,595.8005905151367,332.75279998779297
6029,1,15.977051,593.112678527832,318.1263542175293
6030,1,14.062988,589.2381286621094,302.2543525695801
6031,1,13.560547,589.1728973388672,302.3228454589844
6032,1,15.314453,585.1776885986328,290.07923126220703
6033,1,15.261719,582.5414276123047,279.97352600097656
6034,1,14.071289,579.4282913208008,269.9714660644531
6035,1,14.54541,575.4145812988281,262.0925521850586
6036,1,15.431641,572.5045776367188,254.98125076293945
6037,1,17.139648,571.69677734375,254.78199005126953
6038,1,15.035645,569.3333053588867,249.8628807067871
6039,1,14.776855,565.73974609375,246.0585594177246
6040,1,16.578613,562.1351623535156,244.62705612182617
6041,1,16.731934,559.1055679321289,244.52884674072266
6042,1,16.613281,555.2634811401367,245.1223373413086
6043,1,16.328613,554.4221115112305,245.5834197998047
6044,1,17.74414,553.6690139770508,247.6390266418457
6045,1,15.402344,549.5235061645508,251.89599990844727
6046,1,14.3515625,545.9920883178711,256.9215202331543
6047,1,17.061035,543.6625289916992,263.720703125
6048,1,6.5439453,592.0075225830078,247.49383926391602
6049,0,-inf,-inf,-inf
6050,1,6.724121,637.3197174072266,234.74565505981445
6051,1,9.801758,675.6430053710938,224.6977424621582
6052,1,13.750977,712.4048614501953,218.27159881591797
6053,1,11.745117,743.004150390625,213.04418563842773
6054,1,14.155762,765.867919921875,210.69719314575195
6055,1,14.299805,765.0347137451172,210.24747848510742
6056,1,12.855957,787.4999237060547,210.2912139892578
6057,1,13.145508,807.3662567138672,212.78554916381836
6058,1,14.3671875,823.3760833740234,216.62324905395508
6059,0,-inf,-inf,-inf
6060,1,13.072754,847.3460388183594,224.83930587768555
6061,1,14.786133,848.2449340820312,224.65425491333008
6062,1,15.500488,860.3493499755859,199.6566390991211
6063,1,14.754883,872.7417755126953,174.68719482421875
6064,1,11.727051,883.6398315429688,151.48696899414062
6065,1,14.842285,892.4764251708984,132.63051986694336
6066,1,15.050781,902.5887298583984,112.29171752929688
6067,1,6.510742,902.0175933837891,113.47213745117188
6068,1,13.825684,910.7283020019531,95.69750785827637
6069,1,12.077637,919.8291778564453,80.64695358276367
6070,1,16.199219,926.7147827148438,68.5329008102417
6071,1,10.644043,934.0792083740234,56.876349449157715
6072,1,10.05127,925.6422424316406,57.615861892700195
6073,0,-inf,-inf,-inf
6074,1,1.6152344,915.7807159423828,61.66414737701416
6075,0,-inf,-inf,-inf
6076,0,-inf,-inf,-inf
6077,1,2.7260742,872.0119476318359,94.0036678314209
6078,1,12.125,856.6008758544922,105.86501121520996
6079,1,4.6035156,855.6947326660156,108.5776424407959
6080,1,13.399902,843.2382202148438,117.19718933105469
6081,1,13.896973,827.6350402832031,132.7651882171631
6082,1,11.818848,812.7151489257812,147.09388732910156
6083,1,12.769531,798.3185577392578,164.10398483276367
6084,1,15.100098,783.8851165771484,181.0725975036621
6085,1,14.008789,784.0285491943359,181.90301895141602
6086,1,13.395996,768.1882476806641,200.20986557006836
6087,1,14.2578125,755.0812530517578,220.02029418945312
6088,1,13.750977,737.3658752441406,244.70287322998047
6089,1,13.582031,722.5940704345703,268.1424331665039
6090,1,12.770508,706.2613677978516,294.393310546875
6091,1,14.629883,707.1576690673828,294.51271057128906
6092,1,14.901367,693.2578277587891,317.87609100341797
6093,1,13.19873,676.0166931152344,349.7437286376953
6094,1,15.508301,660.1014709472656,379.7870635986328
6095,1,13.755859,644.0073394775391,412.55687713623047
6096,1,12.678223,626.3703918457031,447.5935745239258
6097,1,14.84082,627.5468063354492,446.8948745727539
6098,1,13.223145,612.4993515014648,476.7233657836914
6099,1,13.75,600.0745010375977,479.6153259277344
6100,1,13.157227,589.0497589111328,479.4230270385742
6101,0,-inf,-inf,-inf
6102,1,12.099121,586.6337585449219,404.95853424072266
6103,0,-inf,-inf,-inf
6104,1,13.256348,590.1120758056641,357.23682403564453
6105,1,14.770996,591.9808578491211,314.52083587646484
6106,1,11.926758,594.0650177001953,277.7433967590332
6107,1,14.243652,594.6783447265625,245.3502655029297
6108,1,12.793945,594.7502899169922,218.32311630249023
6109,1,12.199219,594.8382949829102,217.90916442871094
6110,1,15.661133,594.77294921875,195.35768508911133
6111,1,14.491211,594.6231079101562,175.15819549560547
6112,1,14.287109,593.7920379638672,158.6341381072998
6113,1,14.884277,592.459716796875,144.7708511352539
6114,1,14.904297,590.7960891723633,133.16455841064453
6115,1,14.01709,590.8582305908203,132.35709190368652
6116,1,15.61084,589.8616027832031,122.38309860229492
6117,1,16.420898,587.124137878418,114.68510627746582
6118,1,16.380371,584.9839782714844,109.45792198181152
6119,1,16.846191,583.2417297363281,104.55284118652344
6120,1,16.158203,580.2985000610352,101.41657829284668
6121,1,17.510254,579.8758316040039,101.74528121948242
6122,1,15.397949,577.5686645507812,100.05992889404297
6123,1,16.697754,575.152587890625,100.22238731384277
6124,1,16.164062,572.5773239135742,102.06863403320312
6125,1,16.795898,569.8155975341797,104.60113525390625
6126,1,15.913574,566.9832992553711,107.9355525970459
6127,1,17.100586,566.4481735229492,109.20171737670898
6128,1,16.086426,564.8836517333984,112.4681282043457
6129,1,14.687988,562.0810317993164,117.52335548400879
6130,1,13.949219,560.6329727172852,101.73585891723633
6131,1,17.06836,560.3546524047852,85.94640731811523
6132,1,15.716797,560.1098251342773,72.5233793258667
6133,1,7.269043,560.1645660400391,74.22801971435547
6134,1,15.635254,560.0432586669922,60.093140602111816
6135,1,15.834473,559.8257827758789,49.84597206115723
6136,1,16.033691,559.2008972167969,39.87765312194824
6137,1,17.899414,557.8153610229492,31.376097202301025
6138,1,16.645996,557.7891540527344,24.675793647766113
6139,1,10.684082,557.4251556396484,23.423290252685547
6140,1,15.401367,557.1802520751953,17.88036584854126
6141,1,15.242676,555.9338760375977,13.6130952835083
6142,1,16.229004,555.3590774536133,9.785630702972412
6143,1,15.216797,555.1002883911133,7.287014126777649
6144,1,12.519043,554.3437576293945,4.621767699718475
6145,0,-inf,-inf,-inf
6146,0,-inf,-inf,-inf
6147,0,-inf,-inf,-inf
6148,0,-inf,-inf,-inf
6149,0,-inf,-inf,-inf
6150,0,-inf,-inf,-inf
6151,0,-inf,-inf,-inf
6152,0,-inf,-inf,-inf
6153,0,-inf,-inf,-inf
6154,0,-inf,-inf,-inf
6155,0,-inf,-inf,-inf
6156,0,-inf,-inf,-inf
6157,0,-inf,-inf,-inf
6158,0,-inf,-inf,-inf
6159,0,-inf,-inf,-inf
6160,0,-inf,-inf,-inf
6161,0,-inf,-inf,-inf
6162,0,-inf,-inf,-inf
6163,0,-inf,-inf,-inf
6164,0,-inf,-inf,-inf
6165,0,-inf,-inf,-inf
6166,0,-inf,-inf,-inf
6167,0,-inf,-inf,-inf
6168,0,-inf,-inf,-inf
6169,1,1.0761719,653.7080383300781,20.0
6170,0,-inf,-inf,-inf
6171,0,-inf,-inf,-inf
6172,0,-inf,-inf,-inf
6173,0,-inf,-inf,-inf
6174,0,-inf,-inf,-inf
6175,0,-inf,-inf,-inf
6176,0,-inf,-inf,-inf
6177,0,-inf,-inf,-inf
6178,0,-inf,-inf,-inf
6179,0,-inf,-inf,-inf
6180,0,-inf,-inf,-inf
6181,0,-inf,-inf,-inf
6182,0,-inf,-inf,-inf
6183,0,-inf,-inf,-inf
6184,0,-inf,-inf,-inf
6185,0,-inf,-inf,-inf
6186,0,-inf,-inf,-inf
6187,1,11.803711,723.7747192382812,424.354248046875
6188,0,-inf,-inf,-inf
6189,1,6.0390625,722.9062652587891,400.936279296875
6190,1,14.416504,716.7921447753906,379.6415710449219
6191,1,13.6796875,713.5906219482422,360.30017852783203
6192,1,14.285156,709.8463439941406,342.3853302001953
6193,1,16.118652,705.5977630615234,326.02527618408203
6194,1,13.803223,705.1317596435547,325.58048248291016
6195,1,14.638184,702.2229766845703,312.1611022949219
6196,1,14.026367,698.6849975585938,299.60132598876953
6197,1,19.068848,694.7967529296875,287.0704460144043
6198,1,13.3125,691.1605834960938,277.8632926940918
6199,1,15.023926,687.4422454833984,269.8104476928711
6200,1,16.684082,687.1636199951172,269.08586502075195
6201,1,14.327637,683.6236572265625,262.1207809448242
6202,1,16.217285,680.10498046875,256.1080741882324
6203,1,15.646484,675.6331634521484,252.26181030273438
6204,1,15.536133,671.91650390625,249.58175659179688
6205,1,15.066895,668.1114196777344,248.5154914855957
6206,1,13.356934,667.2085571289062,248.9189338684082
6207,1,15.494141,665.0077056884766,249.81430053710938
6208,1,16.178223,660.3900909423828,250.45143127441406
6209,1,14.821777,657.0320129394531,254.5140838623047
6210,1,16.344238,654.1429901123047,259.53731536865234
6211,1,15.623535,650.1128387451172,265.1032829284668
6212,1,16.64746,650.3185272216797,266.634521484375
6213,1,13.054199,612.8597259521484,245.79727172851562
6214,1,13.018066,579.9542236328125,229.8769760131836
6215,1,11.865723,550.0773620605469,218.27425003051758
6216,1,11.800781,520.3449630737305,208.23486328125
6217,1,13.507324,496.50020599365234,202.64541625976562
6218,1,14.939941,498.6824035644531,202.89644241333008
6219,1,13.607422,472.7340316772461,197.7384376525879
6220,1,16.716797,449.00264739990234,194.8058319091797
6221,1,18.950684,428.73172760009766,193.7839698791504
6222,1,15.517578,407.97657012939453,194.96374130249023
6223,1,13.427734,388.91735076904297,196.80654525756836
6224,1,2.194336,387.5,196.3078498840332
6225,1,10.075195,371.9805908203125,175.4938507080078
6226,1,15.211426,357.6926040649414,150.53911209106445
6227,1,14.916016,345.3116226196289,128.65482330322266
6228,1,14.030273,330.9612274169922,107.62920379638672
6229,1,12.400879,318.5264015197754,89.65823173522949
6230,1,2.7529297,317.0321846008301,90.5755615234375
6231,1,12.964355,307.0052909851074,76.48129940032959
6232,1,12.499512,294.617862701416,62.46152400970459
6233,1,11.075684,283.1112480163574,50.34508228302002
6234,1,13.656738,270.7487678527832,41.37446880340576
6235,1,13.302734,260.45982360839844,33.49700927734375
6236,1,15.919434,260.01073837280273,32.96598434448242
6237,1,12.452148,250.25762557983398,27.336974143981934
6238,1,12.176758,239.9565887451172,23.306400775909424
6239,1,6.3276367,230.00444412231445,18.210703134536743
6240,1,4.836426,222.07698822021484,15.43664813041687
6241,1,7.3203125,211.24383926391602,16.21364712715149
6242,0,-inf,-inf,-inf
6243,1,1.5175781,325.8317184448242,99.17470932006836
6244,1,1.7036133,320.8003616333008,103.24950218200684
6245,1,3.2729492,306.24719619750977,104.91720199584961
6246,0,-inf,-inf,-inf
6247,1,8.470215,166.02754592895508,28.082666397094727
6248,0,-inf,-inf,-inf
6249,0,-inf,-inf,-inf
6250,0,-inf,-inf,-inf
6251,0,-inf,-inf,-inf
6252,0,-inf,-inf,-inf
6253,0,-inf,-inf,-inf
6254,0,-inf,-inf,-inf
6255,0,-inf,-inf,-inf
6256,0,-inf,-inf,-inf
6257,0,-inf,-inf,-inf
6258,0,-inf,-inf,-inf
6259,0,-inf,-inf,-inf
6260,0,-inf,-inf,-inf
6261,0,-inf,-inf,-inf
6262,0,-inf,-inf,-inf
6263,0,-inf,-inf,-inf
6264,0,-inf,-inf,-inf
6265,0,-inf,-inf,-inf
6266,0,-inf,-inf,-inf
6267,0,-inf,-inf,-inf
6268,0,-inf,-inf,-inf
6269,0,-inf,-inf,-inf
6270,0,-inf,-inf,-inf
6271,0,-inf,-inf,-inf
6272,1,8.180176,654.3302917480469,14.726018905639648
6273,0,-inf,-inf,-inf
6274,0,-inf,-inf,-inf
6275,0,-inf,-inf,-inf
6276,0,-inf,-inf,-inf
6277,0,-inf,-inf,-inf
6278,0,-inf,-inf,-inf
6279,0,-inf,-inf,-inf
6280,0,-inf,-inf,-inf
6281,0,-inf,-inf,-inf
6282,0,-inf,-inf,-inf
6283,1,7.1850586,703.9891052246094,494.2682647705078
6284,0,-inf,-inf,-inf
6285,1,9.663086,721.6726684570312,458.6351776123047
6286,0,-inf,-inf,-inf
6287,1,10.983887,723.9820098876953,434.60147857666016
6288,1,14.536133,724.5660400390625,410.5754852294922
6289,1,15.594238,720.3428649902344,387.8029251098633
6290,1,13.382324,716.0472106933594,367.2417449951172
6291,1,11.147461,713.4819030761719,347.86685943603516
6292,0,-inf,-inf,-inf
6293,1,8.088379,708.8395690917969,329.3210220336914
6294,1,15.64209,705.7362365722656,316.20540618896484
6295,1,14.421875,702.8891754150391,302.5807571411133
6296,1,14.103027,699.6969604492188,290.15459060668945
6297,1,15.62793,695.1637268066406,279.85931396484375
6298,1,16.998047,695.0994873046875,279.4927787780762
6299,1,13.841309,692.2775268554688,269.59096908569336
6300,1,14.644043,689.2491149902344,261.83279037475586
6301,1,15.493164,685.0356292724609,255.07020950317383
6302,1,15.82959,682.16552734375,250.49468994140625
6303,1,14.490723,679.2283630371094,246.57251358032227
6304,1,16.957031,678.6640930175781,246.57285690307617
6305,1,17.041016,674.8000335693359,244.5964241027832
6306,1,16.151855,670.1874542236328,244.84098434448242
6307,1,15.169922,666.8929290771484,245.67787170410156
6308,1,16.335938,664.2584228515625,248.00304412841797
6309,1,15.984863,660.3062438964844,252.259521484375
6310,1,15.619141,660.6555938720703,253.69966506958008
6311,1,16.174805,657.7890014648438,257.17275619506836
6312,1,11.072266,646.3726043701172,257.5735282897949
6313,1,12.039551,606.3174819946289,235.39531707763672
6314,1,12.552246,578.3034896850586,223.2992935180664
6315,1,12.027344,551.3186264038086,214.1419792175293
6316,1,10.444824,553.3845901489258,215.55082321166992
6317,1,9.045898,528.38134765625,208.0196762084961
6318,1,13.440918,505.16902923583984,204.76140975952148
6319,1,13.353027,485.1418685913086,203.47890853881836
6320,1,14.100586,464.95948791503906,203.67460250854492
6321,1,14.491211,445.8860778808594,205.06933212280273
6322,1,16.095703,446.6435241699219,204.95410919189453
6323,1,9.105469,429.64500427246094,206.3665008544922
6324,1,14.280273,417.3740005493164,174.9582862854004
6325,1,12.543457,406.837158203125,147.67868041992188
6326,1,13.249023,397.4675750732422,123.33096504211426
6327,1,15.339844,387.53509521484375,101.5629768371582
6328,1,10.259766,389.4661331176758,104.94669914245605
6329,1,14.489258,380.0253677368164,85.0786018371582
6330,1,13.917969,371.5501403808594,69.29430961608887
6331,1,0.5620117,365.0,60.0
6332,1,9.912598,355.2273178100586,43.15021514892578
6333,1,16.081055,364.93274688720703,35.14984607696533
6334,1,15.36084,364.9104309082031,35.09329557418823
6335,1,14.406738,372.19825744628906,30.584731101989746
6336,1,14.536133,380.7061767578125,25.701797008514404
6337,1,15.54541,389.83314514160156,21.425070762634277
6338,1,14.883789,397.85438537597656,18.01194190979004
6339,1,16.67041,406.41273498535156,15.55827260017395
6340,1,12.376953,406.8832778930664,15.613855123519897
6341,1,10.187988,415.95279693603516,13.315600156784058
6342,1,13.455078,426.3397216796875,10.950700044631958
6343,1,11.70459,435.0065612792969,10.297025442123413
6344,1,12.665527,445.23765563964844,10.225046873092651
6345,1,12.45166,454.9535369873047,12.108545303344727
6346,1,5.1015625,456.3827896118164,13.295845985412598
6347,1,13.378906,465.3788375854492,14.212409257888794
6348,1,13.11084,475.67501068115234,16.281888484954834
6349,1,14.1796875,487.4296569824219,20.304837226867676
6350,1,14.330566,499.1246032714844,24.84309434890747
6351,1,14.83252,510.0278091430664,30.448365211486816
6352,1,13.481934,510.82332611083984,30.195302963256836
6353,1,12.734863,521.2191772460938,37.182719707489014
6354,1,16.40039,534.1273498535156,45.24547576904297
6355,1,13.108887,545.903434753418,53.8346004486084
6356,1,13.015625,558.4866333007812,63.26005458831787
6357,1,15.839355,571.0207748413086,74.68171119689941
6358,1,13.959473,571.9479370117188,75.7215166091919
6359,1,13.753418,584.2938613891602,85.8143424987793
6360,1,15.11084,597.0885848999023,99.98513221740723
6361,1,15.552246,609.9156951904297,113.31480979919434
6362,1,15.081543,621.7694473266602,127.93246269226074
6363,1,13.596191,636.6146469116211,146.1280345916748
6364,1,12.371582,637.6324081420898,148.013277053833
6365,1,14.14209,650.2574920654297,163.3884620666504
6366,1,13.878906,664.6015167236328,182.57722854614258
6367,1,14.320801,679.6584320068359,204.24793243408203
6368,1,14.112305,694.6752166748047,225.26927947998047
6369,1,12.595215,708.1945037841797,249.42750930786133
6370,1,9.82666,708.5678100585938,251.03055953979492
6371,1,13.211914,724.5610046386719,274.19681549072266
6372,1,12.302246,738.1731414794922,299.4004821777344
6373,1,14.534668,754.4116973876953,326.7947769165039
6374,1,15.439453,770.0021362304688,355.08777618408203
6375,1,15.696289,784.9085998535156,384.5904541015625
6376,1,8.350586,785.5682373046875,384.0761184692383
6377,0,-inf,-inf,-inf
6378,1,1.0561523,796.2702178955078,435.0
6379,0,-inf,-inf,-inf
6380,1,14.629883,852.5550842285156,519.8548126220703
6381,1,12.979004,859.6519470214844,509.4476318359375
6382,1,9.262695,858.7775421142578,510.4220962524414
6383,1,13.322754,865.3251647949219,495.48221588134766
6384,1,14.8125,871.9164276123047,485.02777099609375
6385,1,14.583984,878.0388641357422,474.6052551269531
6386,1,7.9682617,883.8649749755859,466.8048095703125
6387,0,-inf,-inf,-inf
6388,0,-inf,-inf,-inf
6389,0,-inf,-inf,-inf
6390,1,12.237793,904.4831848144531,449.63172912597656
6391,1,12.854004,911.1195373535156,447.31910705566406
6392,1,14.728516,917.4655151367188,446.7366027832031
6393,1,14.830078,924.967041015625,447.31201171875
6394,1,12.817871,925.091552734375,447.54180908203125
6395,1,14.914551,930.9279632568359,449.36405181884766
6396,1,15.23584,937.3127746582031,452.3152542114258
6397,1,10.961426,893.1825256347656,403.0057144165039
6398,1,14.352051,851.2518310546875,360.1060485839844
6399,1,14.410156,812.9342651367188,323.9974594116211
6400,1,14.456055,813.0859375,324.35855865478516
6401,1,12.526367,779.5058441162109,292.9076385498047
6402,1,12.852539,748.5637664794922,266.59582138061523
6403,1,14.703613,719.9568939208984,245.04308700561523
6404,1,13.4453125,695.0397491455078,227.37815856933594
6405,1,12.484863,671.5679931640625,213.5619354248047
6406,1,13.36377,673.2872009277344,214.8933982849121
6407,1,13.265137,651.5292358398438,202.83920288085938
6408,1,13.674805,631.0749435424805,193.9241600036621
6409,1,14.091309,612.9534149169922,189.10202026367188
6410,1,15.000977,596.1705017089844,184.5282745361328
6411,1,14.802734,581.1281204223633,182.1510124206543
6412,1,16.529297,581.0779190063477,181.94751739501953
6413,1,12.720215,566.9843673706055,181.53804779052734
6414,1,13.185059,553.6576461791992,184.2219352722168
6415,1,14.658691,540.7131576538086,185.95083236694336
6416,1,14.628906,529.4508361816406,190.46903610229492
6417,1,15.923828,519.3205642700195,194.79156494140625
6418,1,13.802734,518.3848190307617,194.90005493164062
6419,1,13.501953,507.79327392578125,177.30262756347656
6420,1,14.697266,499.4240188598633,157.32625007629395
6421,1,14.768066,490.2830123901367,137.85568237304688
6422,1,13.226074,482.7572250366211,122.41103172302246
6423,1,16.20996,474.55352783203125,106.99236869812012
6424,1,14.664551,474.1951370239258,107.1660327911377
6425,1,15.833008,467.08545684814453,93.6799144744873
6426,1,15.245605,459.3796157836914,81.76873207092285
6427,1,14.646973,451.87068939208984,71.02943420410156
6428,1,15.489746,444.8988723754883,62.493300437927246
6429,1,16.368164,438.41983795166016,55.274295806884766
6430,1,15.984375,437.7216339111328,55.22452354431152
6431,1,13.221191,431.70936584472656,49.60298538208008
6432,1,14.555176,425.4527282714844,44.53629970550537
6433,1,16.527832,419.9666213989258,40.45112133026123
6434,1,14.581543,415.5213928222656,38.42815637588501
6435,1,15.558105,412.9560852050781,38.11160326004028
6436,1,14.15332,412.7779769897461,38.88247728347778
6437,1,16.224121,410.1628875732422,39.9616265296936
6438,1,15.605469,407.4215316772461,42.54044055938721
6439,1,16.408203,404.91703033447266,47.43505001068115
6440,1,15.799316,401.86519622802734,54.02671813964844
6441,1,14.414551,399.3729782104492,62.099013328552246
6442,1,14.23291,398.9143753051758,64.74133014678955
6443,1,16.394531,395.3466796875,72.24639415740967
6444,1,15.077637,391.8349838256836,84.05906677246094
6445,1,13.773926,388.9647674560547,97.99531936645508
6446,1,14.96582,384.58011627197266,114.50522422790527
6447,1,13.9453125,381.6770935058594,132.1162509918213
6448,1,11.969238,381.92909240722656,134.0108299255371
6449,1,12.099121,378.55079650878906,151.2698268890381
6450,1,14.540039,374.2784881591797,174.29655075073242
6451,1,14.197754,370.8562469482422,196.97002410888672
6452,1,13.741699,366.53076171875,223.38680267333984
6453,1,7.061035,362.4481201171875,253.7616729736328
6454,0,-inf,-inf,-inf
6455,1,11.131836,358.91239166259766,284.3345832824707
6456,1,14.659668,353.9341354370117,315.870418548584
6457,1,15.1015625,349.23152923583984,351.11209869384766
6458,1,13.372559,344.0774917602539,389.28112030029297
6459,1,13.265625,339.06166076660156,429.3053436279297
6460,1,16.77539,340.62522888183594,428.72547149658203
6461,1,10.89209,334.2728805541992,470.43148040771484
6462,1,15.962402,331.66446685791016,467.8211212158203
6463,1,15.068359,329.63001251220703,460.5336380004883
6464,1,15.854004,327.25868225097656,456.13208770751953
6465,1,17.35205,325.21018981933594,453.03768157958984
6466,1,15.541504,325.0244903564453,452.5237274169922
6467,1,14.059082,322.950439453125,451.66385650634766
6468,1,15.625488,319.9540710449219,452.5857162475586
6469,1,15.915039,317.7066421508789,455.3487777709961
6470,1,15.786621,315.11606216430664,460.09765625
6471,1,16.11084,313.1816864013672,466.3290786743164
6472,1,15.76709,312.65268325805664,467.7674865722656
6473,0,-inf,-inf,-inf
6474,1,12.3828125,357.0290756225586,412.0447540283203
6475,1,14.543945,389.67872619628906,371.2132263183594
6476,1,16.2583,388.6589813232422,372.2686004638672
6477,1,10.375,448.44539642333984,303.53763580322266
6478,1,4.2719727,448.74584197998047,305.9586715698242
6479,1,10.740234,474.0982437133789,275.40178298950195
6480,1,13.366699,498.3399963378906,250.7485008239746
6481,1,15.104492,520.2124786376953,229.70048904418945
6482,1,14.2265625,541.5545272827148,210.7433319091797
6483,1,15.859863,561.2613677978516,194.37833786010742
6484,1,12.788574,561.4743804931641,194.80928421020508
6485,1,12.420898,579.6388244628906,181.7447280883789
6486,1,15.349609,595.8352661132812,170.53529739379883
6487,1,15.734375,612.6137161254883,161.02462768554688
6488,1,14.042969,627.8777694702148,154.3213653564453
6489,1,14.771484,642.2769927978516,148.5987663269043
6490,1,11.446289,643.1472015380859,149.64763641357422
6491,1,14.160645,655.6756591796875,144.49993133544922
6492,1,14.4375,669.9073028564453,140.71775436401367
6493,1,13.946777,681.8649291992188,139.47431564331055
6494,1,14.366211,693.0459594726562,139.64269638061523
6495,1,15.042969,705.0454711914062,140.01176834106445
6496,1,9.2890625,707.2750091552734,140.26782035827637
6497,1,11.118652,715.8913421630859,141.92503929138184
6498,1,14.837891,725.3865814208984,144.7189712524414
6499,1,13.711914,735.3525543212891,148.97452354431152
6500,1,13.924805,744.815673828125,153.4798240661621
6501,1,15.67334,753.9495086669922,159.10675048828125
6502,1,12.754395,755.5652618408203,160.2012825012207
6503,1,15.124512,762.4362945556641,164.96231079101562
6504,1,16.03125,769.8381042480469,166.36642456054688
6505,1,14.562012,774.4212341308594,148.31815719604492
6506,1,14.964844,777.5767517089844,133.21962356567383
6507,1,15.092773,782.3463439941406,119.95099067687988
6508,1,13.976074,781.9924163818359,118.17899703979492
6509,1,14.758789,785.5955505371094,107.4030590057373
6510,1,15.851074,789.7367095947266,95.43957710266113
6511,1,15.564453,794.4097900390625,85.56366920471191
6512,1,17.068848,797.1894836425781,78.10646057128906
6513,1,16.211426,801.1485290527344,70.53763389587402
6514,1,12.393555,802.4979400634766,69.44409370422363
6515,1,16.16504,804.9385833740234,64.79656219482422
6516,1,15.099121,808.0941009521484,59.22775745391846
6517,1,17.609863,810.91552734375,55.19887924194336
6518,1,15.580566,815.0648498535156,51.87235355377197
6519,1,15.019531,810.4373168945312,52.02828407287598
6520,1,14.681641,810.2601623535156,51.77680492401123
6521,1,13.359375,799.27978515625,53.99104595184326
6522,1,13.131836,785.5889892578125,58.7178373336792
6523,1,13.749023,773.5121154785156,64.66075420379639
6524,1,15.099609,760.0778198242188,72.46442794799805
6525,1,14.970215,747.1051025390625,82.67800331115723
6526,1,12.721191,745.6026458740234,83.50669860839844
6527,1,14.073242,734.1628265380859,92.79569625854492
6528,1,13.516113,719.8958587646484,107.12907791137695
6529,1,12.629395,705.8334350585938,122.6629638671875
6530,1,13.129395,691.9725799560547,139.52080726623535
6531,1,13.646973,677.2959136962891,159.27922248840332
6532,1,18.199707,677.8753662109375,159.29835319519043
6533,1,14.925293,662.7719879150391,179.74702835083008
6534,1,14.608398,647.8231811523438,202.3592758178711
6535,1,12.3828125,632.7888488769531,228.8247299194336
6536,1,12.009766,617.4932861328125,256.0333061218262
6537,1,12.902832,601.5897750854492,285.6154251098633
6538,1,14.167969,602.2392654418945,285.6927299499512
6539,1,7.840332,585.4473114013672,317.69556045532227
6540,1,14.811523,570.4475021362305,349.9309539794922
6541,1,13.114746,553.6994934082031,386.6135025024414
6542,1,14.103027,539.7892379760742,415.2891159057617
6543,1,14.672363,528.739128112793,410.48194885253906
6544,1,15.949707,529.2665100097656,409.63661193847656
6545,1,11.0234375,519.2365646362305,408.4698486328125
6546,1,14.633301,504.85668182373047,405.5717468261719
6547,1,15.450195,493.89591217041016,405.5142593383789
6548,1,16.12793,481.1709213256836,409.9028015136719
6549,1,12.558105,469.5137023925781,412.35584259033203
6550,1,12.018555,468.87298583984375,412.68749237060547
6551,1,11.083008,457.07496643066406,418.47389221191406
6552,1,13.412598,444.41707611083984,427.29515075683594
6553,1,13.82666,430.74390411376953,437.53135681152344
6554,1,14.718262,417.83557891845703,449.6852493286133
6555,1,14.34375,405.1633834838867,462.82936096191406
6556,1,14.762695,404.5743942260742,464.5930862426758
6557,1,14.750488,392.13794708251953,478.5963439941406
6558,1,13.095703,377.69474029541016,498.328857421875
6559,1,14.789551,364.2795181274414,517.9618072509766
6560,1,10.868652,358.11729431152344,502.7872848510742
6561,1,13.703125,363.4098815917969,454.36046600341797
6562,1,15.705566,363.09444427490234,453.9469909667969
6563,1,11.357422,365.98655700683594,410.42755126953125
6564,1,14.358398,368.0152893066406,375.4589080810547
6565,1,14.606934,369.94903564453125,345.16929626464844
6566,1,13.22998,370.91880798339844,319.29378509521484
6567,1,9.755859,370.9980010986328,321.5514373779297
6568,1,13.19043,371.52835845947266,298.13892364501953
6569,1,12.390137,372.8927993774414,277.91133880615234
6570,1,13.722656,373.31642150878906,261.5690803527832
6571,1,15.587891,373.9483642578125,248.59979629516602
6572,1,13.862793,373.7356185913086,235.73060989379883
6573,1,15.544434,372.99137115478516,227.1494483947754
6574,1,7.4868164,373.5845947265625,225.3009796142578
6575,1,7.907715,372.42931365966797,221.32062911987305
6576,1,7.791992,369.0937042236328,229.08258438110352
6577,1,15.7734375,364.3668746948242,241.3043212890625
6578,1,15.756348,360.1832962036133,252.3074722290039
6579,1,15.129883,355.75695037841797,264.5141410827637
6580,1,12.924805,355.3721237182617,266.50623321533203
6581,1,8.783203,352.5123596191406,279.0647888183594
6582,1,14.719238,349.19017791748047,287.8203773498535
6583,1,12.178711,346.50428771972656,279.6096992492676
6584,1,15.399902,344.8055648803711,272.5484275817871
6585,1,14.903809,341.8667984008789,266.8353462219238
6586,1,14.233398,340.8315658569336,266.56457901000977
6587,1,16.764648,339.7254943847656,262.10906982421875
6588,1,14.31543,337.07183837890625,258.40465545654297
6589,1,18.122559,334.8708724975586,255.50161361694336
6590,1,16.40918,332.38014221191406,254.79475021362305
6591,1,15.942871,329.7907257080078,254.0469741821289
6592,1,14.631836,328.3152389526367,254.2599105834961
6593,1,16.043457,327.47283935546875,254.95845794677734
6594,1,16.064941,325.43182373046875,256.44775390625
6595,1,17.447266,323.15670013427734,259.7463798522949
6596,1,16.809082,321.0481643676758,263.7506103515625
